"rating","date","content","title","variant","images","verified","author","product","url"
"5.0","05-Jan-2020","Surprisingly good graphics for a handheld version of the Switch. The screen is somewhat smaller than the Switch cnosole's one, but the games still look great. It's really nice to have a handheld version of the console with very little sacrifices. The only minor complaint I have with the Switch Lite is that the battery life is somewhat lacking. I know the graphics are really good for a handheld, but I wish the battery lasted for several or more hours longer than it does. I mean, you still get around 3-4 hours on average per charge, but would have liked it if the battery lasted for like around 6-8 hours. Oh well, you sacrifice battery life for really good graphics, so it can't be helped. Other than that, I have no complains about the Switch Lite. It is very easy to hold in your hands and doesn't feel awkward. The buttons, directional pad, and analog stick placements are really good. The speakers are not the best, but gets loud enough and sounds good. I did notice the back gets sort of hot while charging and playing games at the same time, but not too hot. This is a nice handheld game system to add to your collection, especially if you like JRPGs (Japanese-style role playing games). As of now, there is a pretty good selection of these game you can purchase and play.","Very nice handheld version of the orginal Switch","Color: Gray Style: Lite Console","","Verified Purchase","HiroNotHero","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"1.0","18-Jan-2020","Got it , was really excited about it and quickly found out it was defective. The L trigger button doesn't work and gets jammed. I've sent it in to Nintendo 2 times to get repaired. They claim they did it, replaced the part that was broken. Yet every time I got it back it stopped working less than an 1 hour after I started using it The thumbsticks also feel loose and maks weird sounds and they don't move in the right way To be completely honest. This was an absolute waste of money, it's probably that my switch was a defective or maybe a lemon,  but it's no excuse.  I've waited over a month between repairs and still hasn't been fixed or repaired and they ( Nintendo) refuses to replace my system I doubt I'll be buying any future Nintendo Products anytime soon, I'm a college student and was really wanting a portable gaming device to take with me around campus.","Completely Defective","Color: Turquoise Style: Lite Console","","Verified Purchase","Elliot","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"5.0","20-Apr-2020","I LOVE my switch lite, however I find it extremely disappointing that these tech 'companies' are snatching them all up and up charging. I would like to also get a regular switch for my TV but I'm not going to pay any of these jerks extra money just because they use bots to price regular people out of the market. It's sad there's nothing that seems to be able to be done about this....","Sad tech companies are up charging:(","Color: Coral Style: Lite Console","","Verified Purchase","Jules","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"5.0","15-Jul-2020","It arrived safe and sound from the seller. I absolutely love it! I've been wanting to buy a Switch for a long time but debated on which one, the regular or LITE. I ended up opting for the Lite version.  The screen is slightly smaller than a regular switch but it's not that big of a deal as I've played on other smaller screens before such as the 3DS and PSP-- which are tinier in comparison and also had smaller analog sticks and buttons. Additionally, I decided to get my hands on separate joycons and a phone stand for the switch Lite which allows me to sit back on a chair and enjoy at a distance when I dont want to hold it. Overall, I'm glad to have made the purchase. Now I can finally play LOZ: BOTW at my own comfort and glee. Please note that if you plan to share the LITE in a family, it wouldn't be ideal as there is no docking option. This is ideal for  individuals who loves to travel around their own home or around other places. Sharing accounts isn't very ideal on this either,  so consider investing on a regular Switch instead or buy a physical  copy of the game if you wish to share.","Portable Goodness","Color: Yellow Style: Lite Console","","Verified Purchase","Cinthia","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"1.0","29-Oct-2019","I got my console with Pixel burnt. Very disappointed.","Check your pixels..","Color: Gray Style: Lite Console","","Verified Purchase","Tomer K.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"2.0","10-Feb-2020","The switch lite was for our second child - things I have found: - It's VERY difficult to share digital purchases. Lots of lockouts between devices. Ended up setting up a second account and re-buying games - I will only buy physical switch games from now on - easier to share games between my kids - Switch Lite screen and resolution aren't nearly as good as switch - WiFi doesn't seem to work as well, despite supporting same connections Overall, I'm sad I got this - should have sprung for a second full switch.","I wish I had bought a switch","Color: Yellow Style: Lite Console","","Verified Purchase","skifl","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"3.0","17-Oct-2020","The Nintendo Switch Lite offers handheld only play. Which is fine. The color of the Lite is cosmetic only with many different case and skin options. I was able to play a game on the Lite as I play on my console and the first thing I noticed was graphic issues. Distant artifacts (moving objects, other players, static objects) tend to be more pixelated. The farther away they were the more pixelated they were. Some I couldn’t even recognize, even though I’m extremely familiar with the game. A simple 15 minute game play reduced the battery from 100% to 83% with the game mentioned earlier. Battery life varies from game to game. The device got warm while playing but was noticeably warmer while charging, in sleep mode. Thankfully there is a setting to power the device completely off to save battery instead of keeping it in sleep mode. The device felt sluggish trying to play said game. Not sure if the game was taxing the system as there is a lot going on and needs to be connected to WiFi. Has many Nintendo classic games for sale of course, or you can buy new games for $60. Which the price of them doesn’t fall for almost a year. The screen is a touchscreen. Overall I would give the Nintendo Switch Lite a generous 4/5 stars. But I’m reality it’s a 3/5 star device due to no backward compatibility with prior system games, high cost of games long after they’ve came out, very limited free games section, weak battery life and as I said before a weak graphics chip. The Lite should have cost $150, with the regular switch costing $250. If you see the Lite being sold for more than $199 then your being scammed. Buy from someone else or someplace else. The regular Switch is being sold for $299. Again higher prices means your being scammed. Regardless of the color of the device or controllers.","One step above the 3DS XL, but not much.","Color: Turquoise Style: Lite Console","","Verified Purchase","Aaron Phillips","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"5.0","04-May-2020","Pros + Lightweight and slim for easy transport + Great quality display + D-Pad is far more effective without needing to replace the original Switch's casing and voiding warranties + That feeling that the controllers were gonna snap from holding the switch with one hand is gone + Feels sturdy like many Nintendo products + The material they used for the case has a really nice texture + There are no performance issues Cons - Obviously, any games that require separated controllers won't be compatible initially - Battery life is noticeably small; I have to remember to check the battery every few hours to play on the charger Super Pros ++ I've been using it to play Animal Crossing: New Horizon non-stop; Super effective escapism during the Coronavirus lockdowns.","An amazing alternative to the original Switch","Color: Turquoise Style: Lite Console","","Verified Purchase","Joho","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"4.0","10-May-2020","I’ve had the Nintendo Switch Lite for nearly a week and I’ve grown to like the system, and was a bit confused about how the family plan Nintendo has pushed out to its customers yet I see its a necessity for overall system wide enjoyment. Being that the Switch Lite is a handheld device and an fairly economical and portable, its a bit smaller and lighter to transport around yet the outdated mode of having to plug in your headphones is one star off the rating as you would have to purchase a external third party plug in device via the USB-C port to allow for Bluetooth capabilities. Asides for not being able to play some of the better games that are available on the main Switch Console, what’s available for the Switch Lite isn’t bad yet their will be more added to its online ecosystem down the road.","A good to honest review of a handheld gaming console that’s pretty good yet not excellent.","Color: Gray Style: Lite Console","","Verified Purchase","Chuck AzEee!","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"5.0","07-May-2020","My partner was very interested in getting a Nintendo switch after he saw me playing animal Crossing for quite some time. He wanted something a little bit more portable and didn’t need all the bells and whistle’s, so we decided to go with the switch light. It was simple and easy to set up, as the only thing that comes with in the box is the consul itself and the charging brick. We did opt to buy a larger micro SD card at some of the games he wanted to play with some of the largest on the Nintendo shop like Zelda breath of the wild and Skyrim. So far we have had no issues and he is loving playing his switch light every morning and evening, mostly on animal crossing for now. The battery life does seem to be decent as it actually outlasts my original Nintendo switch I got on launch day. The sound and audio is crisp and clear we have had no issues to report so far. I do recommend getting yourself a travel case and a glass screen protector from the get go however. I will say this. Do not fall for all the scams of people trying to sell the switch light for more than $199 retail value. Nintendo has been ramping up the production of the console and it is starting to be restocked everywhere slowly but surely. Don’t let these money hungry bandits take your hard earned money and charge you extra for a system just because of pandemic is keeping us in doors. Amazon is doing a good job of keeping it in stock here and there. Just be patient and it will be back.","Perfect Portable Gaming Courtesy of Nintendo","Color: Gray Style: Lite Console","","Verified Purchase","InkBearGA","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"4.0","13-Feb-2020","Very fun games. I bought the light to save some money and ny nephew has the original already. My only single 1 complaint is the battery. No one ever warned me about how bad the battery is. And this is supposed to last longer than the original battery? It's fine for a bus trip but definitely not a road trip out of town it lasts maybe 4ish hours. It's not horrible but I remember how the DS, DS lite, 3DS lasted me so long and I could leave it on sleep for months and they would be close to full It feels great in my hands. Ashamed to say I have smallish hands for a man. about medium+ glove size. Buttons feel a lot better than the joy cons do. Small enough to fit in male pant pockets unless you wear skinny jeans maybe, I wear lose pants. The speakers a fairly loud or loud enough for me at half volume in a noisy house. Update year later. It turns out my hands aren't as small as I thought. My sister just has huge man hands like kawhi Leonard so I thought I had small hands. I'm a large size - XLarge size glove.","Only 1 complaint.","Color: Gray Style: Lite Console","","Verified Purchase","David L.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"5.0","30-Sep-2019","We have been playing this device every day since we got it it's hard to put down.  The only thing I would fix is the battery life. I does last a little better than five hours or so. While we are away from home its difficult to get a charge but it cant last forever.  I do have big hands and its kind of different to play for more than an hour or two. Overall we love this Switch lite. All the buttons ore placed within reach of your finger and thumb easily without having to release the device.  The screen has a nice picture with great detail and color . We haven't found any bugs in it witch we kind of expected with it just coming out. I will definitely buy another one of these in a few months or so that way we dont have to share. Lol. Highly recommend product.","This is a must have.","Color: Gray Style: Lite Console","","Verified Purchase","Average man","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"5.0","02-Dec-2019","This system worked perfect out of box for me.  I upgraded my single Nintendo membership to a family membership, because until recently me and my daughter shared one Switch, and added my daughter.  I made her Switch my primary Switch, and the Switch lite my nonprimary Switch.  Now we are both able to play every game I have purchased through the market without issue. The only difference I see is this unit is slightly smaller than the regular Switch but not enough to even phase me.  I have smaller hands so it actually fits me better than the full sized Switch.  Also it can not be docked and used on the television which isn't so much an issue for me either.  Also the remotes on side don't come off but I didn't much prefer to do that so it doesn't bother me.  Also you do have to have Wi-Fi access to play games downloaded off the market place. Other than that I think it's a solid system.","Good system if you understand how Nintendo works.","Color: Gray Style: Lite Console","","Verified Purchase","Julie M. Furry","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"2.0","25-Sep-2019","I may of got a bad one from Day 1 but i found that this switch lite was getting hot faster than the others when it came to loading only a few games. And I am not talking about games like breath of the wild. I mean like the megaman game series .  On top of that i bought it as a seconrdary portable switch and wasn't aware that you can only have one switch tired to your profile that lets you play offline","Overheats too fast compared to Original Switch","Color: Turquoise Style: Lite Console","","Verified Purchase","Dr.Wescraven","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"4.0","27-Sep-2019","The Switch Lite died within a week of getting (3 total uses). By die I mean that the console wouldn't turn on at all, despite having a full charge at the time, trying hard reset, etc.  I'm getting a replacement and will update the review when I get it. ****""Edit:****** I have a new device that has been working really well for several months. I love the device. It's extremely portable and fun to play.  I will say that several games don't work with the lite but if you read reviews before buying you should be fine.","First one died within a few uses, 2nd one works great","Color: Turquoise Style: Lite Console","","Verified Purchase","Wren","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"5.0","24-Mar-2020","Your browser does not support HTML5 video. I bought this Switch Lite so that I could play Animal Crossing. The console itself was awesome. Great display and great weight. I unfortunately had a run in with joycon issues (video attached). As of the time I write this review, Nintendo does not support save transfers for Animal Crossing so I decided to return the Switch Lite for a refund and purchase a regular Switch so that I may use workarounds for potential controller issues if they arise. I'm thankful I was only a few days into Animal Crossing and still within my return window for this device. Do not let this deter you from purchasing a Lite if that's what you really want. This is a great portable and cheaper alternative to the Switch. I was just unlucky.","Great Handheld - Unfortunate Timing","Color: Turquoise Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/71KDyGy5y-L._SY88.jpg","Verified Purchase","Doomshock","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"5.0","01-Nov-2020","I've had my switch for a few months now and while I only play it sparingly now, I used to play it every day (I have about 300 hours on animal crossing). Its held up well and thankfully I'm one of the lucky ones that hasn't had issues with controller drift. I haven't had any issues with it breaking down or not working in any way. Its loads pretty fast and honestly? I really like it. I've had all kinds of handhelds, from the ds to the gameboy to the gameboy advanced and plenty of others and I feel like this is a good next in the line. The battery's supposed to last about four hours and I believe that its honestly pretty accurate to that. Overall, I'm really happy with this system and plan to keep playing on it until I can't.","Great to use, but wish it had a little longer battery life.","Color: Yellow Style: Lite Console","","Verified Purchase","Delta Boersma","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"4.0","09-May-2020","They don't really advertise this fact, but it is true. I confirmed this in two ways. 1. Bought some international software to play on this US Switch Lite. It worked perfecta as it should have. 2. I also communicated with Nintendo customer service. This was before I purchased the international software. They confirmed that indeed these consoles are not coded by region, in essence making them region free. They did give me a disclaimer that maybe not all international's features are guaranteed to work on every console. We haven't had any issues at all, everything works perfectly. + Its region free. Region coding a offing stupid and super annoying. Im glad they did away with it on this console. + Its portable + Great price for a portable game console. + Nintendo customer service is awesome! You can even contact them via chat. - Do not try top transfer a user profile from one switch to another. It was super confusing and I ended up losing all my saved data. Yes that did piss me off. I am knocking a full star off for that. The Nintendo Switch is my current favorite gaming console. LUVLUVLUV it.","The Nintendo Switch is region Free","Color: Coral Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/711qfRvcqzL._SY88.jpg","Verified Purchase","Bàká Hään","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","13-Jun-2020","The Switch Lite is a little smaller that the original switch, and due to that it is more comfortable to hold and play.  Since we got it a few months ago, it's been getting 2 to 4 hours of play a day (thank you Animal Crossing) and the battery only needs to be charged every 2nd or 3rd day. This is our 2nd Switch and we've 4 users on the 2 Switches.  We were disappointed to find that only one user can play a game that's downloaded onto a secondary Switch.  We initially downloaded Animal Crossing on the Switch Lite but only I could play the game and neither of my kids could.  So we ended up transferring the license to our ""main"" Switch, there all of us could play the downloaded version, and then put the physical game card in the Switch Lite (our secondary) and we all could play on that. So long story short, if this is your second or more Switch, buy the physical games rather than download them. Otherwise the Switch LIte runs just like a switch, only you can't display the output to a TV, it's only viewable on the unit itself.","Great new version of the Switch","Color: Coral Style: Lite Console","","Verified Purchase","Thomas A. Sweeney Jr.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","19-Sep-2020","I was never a huge video game player. Mainly because I could only go a few hours stairing at a big TV or having my laptop on my lap. I could never really get comfortable. Not to mention the money it costs to have a laptop that is powerful enough to play the most popular games. Having to download games is also a hassle because my internet is limited. So an option where I can just buy the physical versions of games and pop them in? It sounds 'stone age' to most, but is what has been amazing for me. I now have something to do when I am feeling isolated and lonely. The absolute boredom and emotional pain that has been the last eight months of my life. I've found something that makes things easier to cope with. Keeps me connected to several of my friends, gives me and them something to do, something to do together. The lite is perfect for me because I am the only person in my household interested in playing games and it's perfect for my small hands. I've had nothing but fun and happiness from this little but powerful machine.","Has changed my life.","Color: Gray Style: Lite Console","","Verified Purchase","Deirdre C","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","21-Sep-2019","It’s amazing in many ways it’s actually better than I originally thought.  Anyone with a negative review has absolutely no idea what they’re talking about. You already know what this unit can’t do ahead of time so no reason to complain. It’s terrific.","Love it","Color: Gray Style: Lite Console","","Verified Purchase","Chris","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","07-Oct-2019","It's very light, much lighter than the full console. The screen seems to have a lower resolution than most phones I've ever used, which is a bit strange. I can't say it ruins any games though. While the Switch is also mobile, this thing takes it to a new level by being much more convenient to bring around as a true handheld console. The Switch is heavy and not comfortable to use while laying in bed or on the couch. This thing feels just like using a 3DS. The Switch Lite is the best of both worlds and I'd say it is totally worth it if you enjoy a lot of Switch games.","Mostly what I expected","Color: Gray Style: Lite Console","","Verified Purchase","Jarvi","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","07-Nov-2019","So to start off it should be noted that I own the original Switch (which I have loved since the day it came out).  Decided to get this one to use as more portable option to bring with me on trips.  I did notice that it was quite a bit lighter smaller than the original Switch but, despite this, it maintains a solid feel in the hands.  Doesn't feel cheap or flimsy at all.  I purchased the Turquoise version and love the color.  This is really a great system and I am sure to play it for years to come!","Love it!  Not one complaint!","Color: Turquoise Style: Lite Console","","Verified Purchase","Elledriver","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","02-Oct-2019","All the fun of a Switch without the gimmickry. Designed for handheld use, it has an economy of form factor and useability for that purpose, and can work with any eShop purchased software (note: you'll want to buy a high capacity microSD card) as well as switch cartridges. You may also use this in addition to a classic switch console and re-download purchased software from your Nintendo account for use on this unit as well, no need to have an additional, exclusive dedicated user account for this unit. It can share accounts with another Switch.","Best value for portable gaming","Color: Turquoise Style: Lite Console","","Verified Purchase","R. Helms","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"5.0","01-Jul-2020","At the time of purchase this listing was the only one I could find on Amazon for the actual list price of the Nintendo Switch Lite. Many others were massively price gouged. This was purchased for my partner as we both had started using our original full size Switch more and needed an additional console. The Lite gets right as a handheld system all the things the full size switch got wrong. It's much more light weight and far more comfortable to hold. It just feels right. Our original switch stays in docked mode 99% of the time. The screen size is perfect, I was nervous it would be too small but it's exactly where it needs to be. My only real issue with the screen is there's no way to tweak the settings other than brightness, but that's just nitpicking. The blue is a lovely color. Through the years we have had several Nintendo handheld systems in our household and I think the lite is my favorite so far.","As described and purchased without price gouging","Color: Turquoise Style: Lite Console","","Verified Purchase","Nicole","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"3.0","07-Oct-2019","This is my first bad review on Amazon, and it has nothing to do with the device itself. The Switch Lite is an amazing handheld with an enormous library of games. I have been hanging on to my Day One Sony PSVita handheld as long as possible. Now that Sony has officially killed the Vita, I decided to give the Switch a try. I haven't been a fan of Nintendo since the Gameboy days so it's fitting. The console is fast, light, comfortable, and colorful. My complaint is with the box I received. When I buy items from Amazon, shipped by Amazon I expect a new product that looks nice. If this was a gift I would have had to return it. The outer shipping box was in perfect condition so this was boxed up at the warehouse looking like it was stepped on , and not from the delivery driver. The driver was actually really cool. The box was crushed, had holes poked through from being pushed on so hard, there was no seals on the box, the upper portion of the screen has little marks across it too which I will ad a picture later on in an edit. I was definitely not the first person to open the box. Luckily it worked. I will update my review after a few more hours of playing, but so far I am impressed.","Box was Damaged, Marks on Screen","Color: Turquoise Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/61n7QRVSMrL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61uD92VPqWL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71OrjSut4KL._SY88.jpg","Verified Purchase","Brian","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"3.0","30-Sep-2019","Left Joycon is having issues where it does not register when you push it left. Intermittently it will but its not consistent at all. Make link on links awaking stop randomly when ur moving or walk slower or not move at all when u push left on the stick. I really love the entire idea of this system and pre ordered it but this is not what I would expect from nintendo. They should treat there fans and customers better and solve what I hear is actually a known issue around these analog sticks.","Faulty left analog stick","Color: Turquoise Style: Lite Console","","Verified Purchase","B","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
"
"2.0","29-May-2020","Got the console shipped to me on the 4th of Feb and I am already having issues with the right joystick. This isn't even a drift issue. When I press left, it registers as if it was fighting against me to push right. This started happening in less than two months. If you search youtube, there are plenty of videos of the issue. Some happening in less than a week. I could understand if I was rough with it, dropped it, stepped or sat on it. Although personally, I've treated it more gently than a friend's baby. I mean, I'm almost 40... I know how to take care of electronics and we've been locked down for half the time. It hasn't even left the house. I'm using a case, screen protector, the whole nine. I would be more understanding if Nintendo didn't try to push a product that they knew had defects. Look how long the fought again admitting the drift issue, let alone this. The Lite has the issue is built in to the console, so it's not like you can just send back the joycon and keep on playing games... Oh, and Nintendo isn't accepting warranty work at this time because of Covid-19. tl;dr + Awesome portable console w/ portability & amazing games on the go... Portable! - Bad build quality: Might be useless in weeks. No warranty repairs rn because Covid19. Be careful!","Right joystick broke in 2 months!","Color: Turquoise Style: Lite Console","","Verified Purchase","indifference84","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
"
"1.0","18-Feb-2020","do not buy one of these. the toggles are not durable in the least. After 2 weeks the right side toggle snapped right in half and now its a worthless piece of junk. Nintendo will not cover it because they say it is an abuse/misuse issue. you will be extremely disappointed when yours breaks and your sitting there with 200.00 worth of junk. i bought this because we went through 2 sets of joy-cons with the original switch but now i wish i wouldn't of wasted the 200+ dollars. this Lite switch also has a smaller screen which is another negative.","waste of money","Color: Gray Style: Lite Console","","Verified Purchase","sheeba","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
"
"5.0","11-Feb-2020","so I travel a lot and don't spend a lot of time at home. I also play a lot of single player games. So when this system was announced I though great, something I can carry that I don't have to worry about the Joy cons coming off or really needing a big case that my not fit well in to the bag I am carrying. So I picked this up it has been great I carry it everywhere. it plays all the games I have. I still have a OG Switch at home that i use for playing the games that require a constant online connection to play. but I really like having the Switch lite as something to carry around that takes up a small amount of space. Pros: Small form factor no joycons to come loose or break if not in a case battery lasts longer than the OG Switch solid build quality lower price Cons: can't connect to a TV if wanting to play with others you need to get a set of Joycons Overall it is a great system at a good price point for those the want a Switch but think $300 is to much.","great Hand held for travelling","Color: Turquoise Style: Lite Console","","Verified Purchase","Jeremy","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
"
"2.0","23-Apr-2020","Kids love the device. All I see is a screen the size of a smart phone with potential for enormous in game addiction purchases. Controlling accounts appears to me to be set up in a way to capture those impulse purchases and discourage parents from blocking those charges. We've had all the games, accounts... this set up for Nintendo Switch Online was impossible to do without putting financial risk into the account. Nintendo have Family Accounts and Supervision. Upon inspection, those were just cardboard cutouts pretending to be real things. Work arounds galore when you read the fine print. Use at your own risk. Bank, Credit, Paypal linked accounts couldn't be added without entering that data into childs device, which puts it into a major security issue. Will use a cheapo disposable credit card and sacrifice ability to control childs content through a Family Account in order for them to be able to play.","Family Account Membership Nightmare","Color: Gray Style: Lite Console","","Verified Purchase","TR","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
"
"5.0","29-Sep-2019","I have never owned a switch until now. The original switch is truly an amazing console and handheld as one unit. One thing I’ve noticed from my friends is that they are always having issues with removable controllers. The switch lite is my new favorite because the controllers are built as one with the switch lite. It has the same power as it’s bigger brother but makes travel gaming that much easier. I recommend buying a case and screen protector for extra safety. Thanks for your time and never stop gaming.","Lite is Legit!!!","Color: Gray Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/610lIQ9l8aL._SY88.jpg","Verified Purchase","P.D.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
"
