"rating","date","content","title","variant","images","verified","author","product","url"
"5.0","17-Jul-2020","I am happy with the switch so far. I've been having a great time playing Breath of the wild and Super Smash Brothers. Using stock informer, I was able to get 2 units shipped from Amazon LLC. At first when I paid it stated it would take 3 weeks till delivery. Then it updated and arrived with in 3 days both time I ordered units in June and July 2020. Be patient and just keep refreshing the web page after being notified. They drop multiple units a day.","Don't pay more than 299.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Calvin Vernon","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews
"
"5.0","01-Sep-2020","Honestly one of my best purchases of the year. It is so portable; you can attach it to your TV or take it on the go in console form. I only have bought one game, Animal Crossing, but I have enjoyed my purchase so much. It is out of stock so often so I recommend setting a stock alert so you don't have to pay for an up-charge.","Best game console yet","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Jennifer Mueller","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews
"
"1.0","24-Oct-2019","awful condition. don't waste your time buying it used; just go ahead and get it new","awful","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Drew Bohlke","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","26-Jul-2020","This system is such a gem. I love everything about it and love playing it with the kids. My son loves playing Mario Odyssey and figuring out all the puzzles. We always go on Power Moon adventures. This system is versatile and allows for so much fun time. It’s also something that the whole family can take part in. The battery life is great and we can get hours and hours of playing time on one charge. The controller that it comes with is easy to use, but I prefer just using it handheld style.","Wonderful and fun system","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Guyzen","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","07-Nov-2020","The nintendo switch is the best videogame console ever made.  That feels hyperbolic to write but it is true. The versatility of design alone is worh the price tag, not to mention game library. I play it every day. It's very well designed. The weight as a handheld is perfect, how it docks and plays on a big screen is perfect, the 20$ /month online play is amazing that comes with perks...I've been buying videogame consoles since the NES and this is easily the best one ever made.","Best videogame console ever made","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","DCB","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"3.0","25-Jul-2020","The console arrived quicker then expected, everything was in great shape. My only gripe is that all these sellers are scalping hard for switches everywhere. I understand its business, but this is low for all sellers on this site. How long can you expect to keep this going? The console itself is an amazing thing, but a near $500 upmarket price is not what its worth, bottom line.","STOP OVERCHARGING FOR SWITCHES","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","General Polaris","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"2.0","19-May-2020","One of my switch Joy con  cannot work, cannot charge, the other one work fine. I contact the customer service, they cannot fix it and change it for the covid 19, they said their customer service is closed, and will contact me when it open, till now not response at all. But I donot want to return it for the specially time,  my kids already play it. Very sad.","One of my switch Joy con not work","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Sandy","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"1.0","07-Aug-2020","I am making an update in  my review. On top of all other bad things happening with my nintendo, now the screen has frozen- and dies not want to turn on. I tried everything on google and youtube to turn it on but is not working. It has been one year and the product is broken in so many ways- and finally not even turning on :(((((( My Nintendo won't connect to the tv I've tried so many times it just won't connect. The games are overpriced like Minecraft for 30$. And you can't do anything without online membership. The games lag way to much for a 300$ console and I always crash in my games especially Minecraft.","does not turn on)The Nintendo has a lot of problems connecting to the tv, Overprice, lagging","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","ack","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","20-Feb-2020","This is the longer lasting battery version, which makes for great portable fun. Good sized memory card, and you're ready to go with multiple kid and family friendly games. The only bad thing is you cant buy the old classic games like on the switch, instead you have to subscribe to a monthly service- but you have access to a lot more games thru the subscription.  I dont know, that's a toss up. The system itself is great, comes with everything you need to get going (except a game)","Family fun","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","EA~","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","26-Dec-2019","I got this for my 11-year-old daughter for Christmas and she LOVES it. Turns out my 5-year-old and husband enjoy playing on it as well! It's not a nice size screen and it's really cool that you can play it on the go or hook it up and play on the TV. You do need to make a Nintendo account, though, if you don't already have one in order to play on it, but overall set up was easy and didn't take too long. While the system was expensive it was definitely worth the investment! I do suggest getting a case to keep it in to keep it safe when not in use, though.","KIDS LOVED IT!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","A. Drewes ❤ Product Reviewer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","12-Jul-2020","The switch is a great console. if you want to read a review of it read some other ones. I want to talk about the seller ""PartyPieces inc."" The switch is sold out everywhere right now. I was able to find this one listed with a 7-day shipping turnaround ( versus months like other listings ). I'm happy to say it took only one day extra for me to receive the product. eight days total. I am extremely pleased with sellers honesty and fast turnaround time. highly recommended seller.","Nintendo's best console in a long time","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","xeR0","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","03-Oct-2020","Let's just admit you can't really go wrong with Nintendo. My husband loved the colors, loved the way he could play with a single large controller or smaller one, and he appreciated that I had the foresight to purchase the one that offered extended battery life.","Husband LOVES it","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Kharsa12","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
"
"5.0","09-Jan-2020","Haven't own a Nintendo console since the Wii. I really wanted something I could play bowling, tennis, Mario etc and after finally pulling the trigger I can say 100% I'm in love with the Switch. My wife and I play every single night and it's great to bring on trips. I wish it was easier to travel with and you didn't need the dock and could just use a USB-C to HDMI but other than that even if you're a casual gamer this is a must have.","After 1 Month I'm beyond Happy","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","RJ","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","05-Jan-2020","I took a break from gaming consoles before I got this. My last home system was a PS3 and my last handheld was a Nintendo DS. I couldn’t find any games I was really into or anything that seemed worth my time. I got the Switch after having seen my friends using it and after a few minutes of playing Breath of the Wild. Let me tell you.... this system is wonderful!! You’re really getting two systems in one!! Being able to play on the go as well as just plug and play is such a wonderful concept. Not to mention the game options and variety. I’ve played over 70 hours of Breath of the Wild, and loved it. The other indie games available are also great additions. Overall, it’s a great system. Worth every dollar. I haven’t had this much fun with a gaming system in a while. Great job, Nintendo!!!","A worthwhile purchase with hours of fun for the whole family","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Heidi","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"1.0","11-Oct-2020","The Switch worked great for three months.  After that, it was totally inoperable.  No matter what we did to reset it, charge it, etc. it has rendered itself useless and with no help from Nintendo, it has certainly become a disappointment.","Inoperable and Useless","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","JOE GREGORY","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"4.0","10-Mar-2020","Everything is in perfect order when it arrived. Though I didn’t know it would have to be charged upon arrival. Was looking forward to playing it as soon as everything was hooked up to the television, but I had to use handheld mode which made it die while setting up! Minor gripes aside, it’s a great console. We all know this. $20 for the worst online gaming service on the market is a bit much for me though.","It’s the switch, what more can I say? A good console, and handheld.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Daniel M Coughlin","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","16-Apr-2020","Finally found one used one night at 2am and bought it. Was listed as acceptable condition, but the system and accessories looked like it was in ""Like New"" condition. Been wanting one, but all these price gougers were making it impossible. So far so good. I haven't had any issues that I've seen with the Switch itself. Only thing I have noticed is that there is already joy con drift on the right joy con. Absolutely worth the wait for the right price. Me and the family are really enjoying it during the quarantine.","Great During Quarantine","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Sheldon Estevez","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","07-Dec-2019","Great Christmas present for a 4yr old. I tested it before wrapping it and putting it under the tree and everything was setup perfectly. I could not be happier but the price was a little steep but it’s is what it is. I bought it because my 4yr old asked for it and I spoil him and he already has an iPad MINI but he wanted a switch because his cousin has one. Go figure! So far so good! I hope it lasts a long time for him.","It is what it is...price is really high!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Gqsmooth1981","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"4.0","18-Apr-2020","My switch came in a lot earlier than I was expecting it to so I am over the moon with that! Not to mention that it came in perfect condition (I bought it in New condition but was feeling a little suspicious about it, not going to lie) Everything is working wonderfully right now so I really can't complain at all about the product itself. I definitely paid WAY too much for it (over $500 with tax) but if you're looking for a switch now in this quarantine time, you'll know there's a serious shortage of available consoles. All in all, definitely recommend buying if you're as impatient to get it as I was.","Came in Perfect!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Jeroen Duyvelaar","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","23-Apr-2020","Product came the first day of the projected arrival timeframe which was an exciting surprise! Packaging was USPS in a sturdy USPS box and taped very well with ""do not break seal"" type packaging tape which I really appreciated. Product came as advertised in Nintendo box, brand new, all main gaming system components and accessories still in plastic wrap and scratch resistant wrap. I'm very very happy with this purchase!! It was purchased as a gift to a family member as a way to help with the stress of all that's going on and I couldn't be happier with my order! Thank you!","Perfect Condition!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","SKayeHan","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","03-Apr-2020","I bought this just to play Animal Crossing: New Horizons, and it didn't disappoint in the least! It's incredibly fun! One cool feature is that if you set up Parental Control using the free app, it will tell you how long you've played each day. Since I'm neither a parent nor do I need to be controlled, I disable restrictions and play-time limit so it doesn't actually interfere when I'm playing, but it is a bit sobering to see that yesterday I played for 6 hrs and 40 min. Also, if you set the play-time limit to 0 min everyday, the console will prompt you to disable Parental Control via a PIN. This could come in very handy if you have a sibling or roommate who likes to steal your Switch. I would also recommend getting a screen cover, either plastic or glass. I have a glass one that adheres like a second screen and haven't had any trouble yet, but then again I've only had it for 8 days and treat it very carefully. Overall, a great product, and worth every penny!","Incredibly fun! Can also use parental control to track playtime and protect console from siblings","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Bean Mathews","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","14-Feb-2020","Buying a $300 item on amazon is terrifying! but this was our Christmas gift for my wife's parent and they loved it! it saved us time at the store and it was the perfect gift for them. - Package arrived on time - Box was well padded with those air bubblies - No fingerprints, scratches or damages anywhere on the packaging or the console - Everything was in place and we are happy customers","Worth the risk!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Behnam Saeedi","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"5.0","07-Feb-2020","I didn't want to buy this for my kid.  I thought the wii u he had was just fine.  But when Christmas rolls around and your kid begs...glad we bought it.  It's fun, versatile, and works great.  I made him hook it up to a tv so he isn't staring at a super small screen.  His friends come over and bring their switch and they play together.  He can bring it over to a friends house which is pretty cool.  Great buy.","Yes on the switch","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","CJ mom","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"4.0","14-Jun-2020","This is my second Nintendo switch for my 2 kids. They get to play together at the same time either on TV or on the switch itself in seperate room. One thing that really makes me upset is the digital/download games. You can't download a game in one console (primary) and download the same game in the other console (different profile/account). Nintendo might have found a loophole to prevent losing more money by forcing people to buy second game for second console. Every game must be purchased two times for both Switches if they want to play together. Overall, Nintendo Switch console is worth it.","Ninendo have it all except for one thing....","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","phackdat","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"1.0","29-Jun-2020","The price is a rip off, i did not get a power cord or HDMI cable hell for the price they could of added a game or two.","Rip off price & dint get everything","Style: Console Color: Neon Blue and Red HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/71uri3R3lpL._SY88.jpg","Verified Purchase","andy","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"5.0","14-May-2020","AMAZING! Iv been wanting a Nintendo switch for a whole Nile now because my older brother just got one and I wanted to be able to play with him since I haven’t seen him in a while. The problem was that all these sellers are taking advantage of this pandemic to make an extra few bucks. THANK YOU AMAZON for not price gouging. I was able to get this switch for the regular 300 dollars and I received it sooner than I expected! I would give it 6 stars if I could. A little note, the red Joy-Con seems to be a little more neon pink than red which I personally love! But I’m pictures it comes out looking red which is funny. Loving my switch so far!!!","Amazing console","Style: Console Color: Neon Blue and Red HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/81efOoeVlJL._SY88.jpg","Verified Purchase","Stephanie Cortes-Martinez","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"5.0","14-Aug-2020","You have the catch amazon because the prices change consistently! After checking 3 times a days for a week i finally caught the price at original price! I received mines today. Brand new. Newer model (-01). Very happy! Shipping was first estimated to be in Oct and after a week my switch was shipped out.","Happy customer","Style: Console Color: Neon Blue and Red HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/61yeOvU9+hL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71OnTIqcaWL._SY88.jpg","Verified Purchase","Tiffany","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"1.0","27-Apr-2020","530 for a product that is normally 299 is not ok especially when it’s used .....","Price gouging","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Kalli","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"4.0","17-Aug-2020","Best game system for a party environment on the market. Great local multiplayer games for all ages. However it is not worth the money to pay above retail for this. I would wait until it is in stock to purchase one of these at regular retail prices not these bloated resell prices.","Great console if you can get it at regular prices","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Tyler W","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"5.0","06-Nov-2020","No review at this time as I purchased this as a Christmas gift for my daughter and boyfriend! Before they got gone!!I will post a review at a later date but what I've read or have been told about this product I may make mother of the year!","Christmas gift","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","yuppyguppypuppy","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"5.0","07-Jun-2020","I thoroughly enjoy the size, versatility, and portability of this product! Easily one of the best handheld devices ever manufactured. Nintendo has completely out classed their competition with this wonderful piece of machinery that is guaranteed to have you busy for hours. And this is coming from a die-hard Sony fan :). The sleek but comfortable design of the joycons makes intense gameplay surprisingly seamless. Their massive game selection ranges from AAA titles, to RPGs, First Person Shooters, and MUCH MORE. There is so much more that could be said, however, it’s too much to type! Lol. If you’re looking for an excellent game console that you can play either casually or continuously, look no further. Additionally, if you’re like me (frugal) and you’re on the fence about shelling out the money, don’t be; it’s worth every penny. Also, this seller moved my shipping up to one day shipping FOR FREE!!! Literally the BEST SELLER I have ever had the pleasure of interacting with. Would definitely order from this seller again. Do yourself a favor and buy the switch!","Excellent Device sold from an Excellent Seller","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","CISO_GUY","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"4.0","23-Dec-2019","The product is fine and the shipping was fast.  However, the box was not sealed which indicates that somebody opened the box.  I ordered this to make sure and get the newer switch with the longer battery life and also to get another dock.  I have not done so yet, but I will be checking to make sure that somebody did not switch an old switch of the new switch in my ""brand new""  open box.  It seems quality control was lax here.","One of the most influential devices of the decade","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Daniel","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"3.0","09-Dec-2019","Switch (main screen portion) was warped upon receipt. The back side slightly bulged out while the screen side was concave and bent inward. I’ve never seen this issue before on another Switch. Didn’t realize this problem until a few days after receiving when I was installing a screen protector on the Switch. Set up a return and replacement of the Switch through Amazon. I assume this issue is simply a manufacturer defect and hope the replacement doesn’t have the same problem.","Switch defective but Amazon helpful in setting up a return and replacement","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","RS","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
"
"5.0","02-Jan-2020","I bought this for my younger sister as a Christmas present, along with Zelda BoTW and a SanDisk drive. She loves it!! I love how intuitive it is to learn the controls, she had the hang of it in no time, and being able to play looking at the switch screen OR play looking at a monitor/TV is soo nice. The battery life is great too, it charges perfectly fine with a portable charger, or wall charger. Cannot wait to see what Nintendo brings us in the 2020s.","The best portable gaming device of the 2010s","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Jenny","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
"
"5.0","07-Oct-2020","My 10 year old loves this.  One of the joy cons quit working but Nintendo fixed it at no charge very quickly and sent it back.  Apparently this is a common issue with these.  We also had to buy a memory card because it only has enough storage for a few games.","Son is obsessed","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Clongworth","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
"
"4.0","06-Sep-2020","The coronavirus shortage is incredible. I  searched everywhere for 2 months and didnt want to pay the markup from third party sellers who were going for $500. I finally was able to order from amazon for $299.99 but on a 8 weeks delay. I placed the order and to my surprise it came in less than 2 weeks. Now on the console itself i give it 5 stars even though i wish it had more built in memory. My kid loves it. It's portable, so you can take it anywhere. The online gaming ecosystem though is build to milk you like a cow so one less star for that. Like most/all games are exclusive  and very expensive.","Great portable gaming console","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","SP","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
"
"5.0","11-Nov-2019","I come from PC and PlayStation gaming. The guys at work all talked about the switch and convinced me to get one. I got to say it's really cool. Great screen and very portable. Games library is not huge, but enough to be worth it. The hardware is not a powerhouse, but it doesn't need to be for these games. I wouldn't play Skyrim on it, or make it my only system, but it is a great addition.","Lot more fun than i thought","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","tlod0813","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
"
"4.0","09-Nov-2019","Good battery life, nice screen. The kickstand is very flimsy, and the dock is way too large to be portable. Grip is the worst thing about this system, both when using it in handheld mode and a single joycon.","System itself is great. Kickstand, dock, and grip could be way better.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Pengy","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
"
