"title","content","date","variant","images","verified","author","rating","product","url"
"Restock and availability is good again","Great to see retailers restocking them. Becoming more and more readily available. If you want one head on down and get your switch at a fair price. Switch is an awesome console for home and on the go.","18 Oct 2020","","","","Kratosstylez","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"Price gouging.","It's a great game console, and worth having.  This seller is price gouging.  It's only $299 at Target.  Buyer beware!","14 Sep 2020","","","","Christi","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"Amazing !","Thank you seller, Direct Distributer! Everything was in perfect condition! There wasn't an SD card but I didn't really expect there one to be there anyways because of reviews. Package arrived like it said it would, Everything else was great!","24 Aug 2020","","https://images-na.ssl-images-amazon.com/images/I/71++GysQBeL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71waAezxBYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81kCg6x3BZL._SY88.jpg","","Jenny","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"Trash","This is still overpriced at the time, where you can go look elsewhere on amazon and get the switch for 300 dollars like it’s supposed to be","01 Oct 2020","","","","Craig Clarke","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
"
"DO NOT BUY!","Worst this is the white box do not buy this one this is the first switch the red box is newer and cheaper if you get on Nintendo.com it is way cheaper than this junk the battery life is horrible on the white box but the red box has way more battery life","11 Nov 2020","","","","rosa","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"Negative review for ridiculous pricing","People try to take advantage. Don't support this behavior, it's not worth paying more.","10 Sep 2020","","","","Kevin Hotchkiss","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"it was bad","it suck","22 Jul 2020","","","","Rivers Gayhart","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"Great product!","Extremely happy!","10 Aug 2020","","","","Novah Schrader","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"A+ service","Awesome product and super fast delivery.","03 Jul 2020","","","Verified Purchase","Mr. & Mrs. Wensell","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"Really cool console","Really cool console. You can download all sorts of stuff for it and it has a really good battery life. Definitely buy a good memory card for all the games","14 Aug 2020","","","Verified Purchase","fibertech81","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"Grandson's enjoyment","Great company delivered at a good price","30 Jul 2020","","","Verified Purchase","Paul K","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"We love it thank u","My son loves it","04 Aug 2020","","","Verified Purchase","Dee","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"Nindento","Nintendo","05 Jul 2020","","","Verified Purchase","mustafa","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
"
"AVOID SCALPERS","Please whatever you do, don’t pay their ridiculous 200+ price for the same exact (NOTHING DIFFERENT) product only because they had money lying around for this exact reason. It’s sad and pathetic seeing scalpers buy things in bulk just to resell at a ridiculous product just because they have more money to spend than everyone else. It’s toxic and should be illegal. I managed to buy mine at Best Buy for my girlfriend and it’s exactly what an animal crossing fan would love, aside from not including the game, which isn’t too bad because then you can decide if you want it physical for the cover art or digital without having to worry of loosing the game. I know we all want to have one right now or at least when we get animal crossing so that it feels more special when playing it but if you can wait, then wait. Voice your concerns to Nintendo and Amazon","14 Mar 2020","Style: Console Color: Green and Blue","","","Robert Krukovets","5.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Reselling at higher prices","Mass buying and reselling at high prices should be frowned upon","15 Mar 2020","Style: Console Color: Green and Blue","","","Tsumni","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Dont waste your money","Way overpriced. Joycons are flimsy. Standard Switch is $300 and yet it can only be bought for $500. Nintendo get your act together.","14 Mar 2020","Style: Console Color: Green and Blue","","","Amazon Customer","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Gross","The price is disgusting!","15 Mar 2020","Style: Console Color: Green and Blue","","","Leticia Perez","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"The device is great. The everything else is not.","Everything about the physical device, i feel like is pretty well made. Good set up, some minor future issues that are mitigated by screen protectors and similar. Several easy to work with ways to play it, kinda fun in its novelties on its build. My issue? 1) games are ridiculously expensive. So many are over priced. 2) Online play required by Nintendo for a not good service is poor. Especially for things like minecraft. 3) Where are any older games. The games that Nintendo has no need to keep out of the store. The old pokemon, Zelda games, or any games really. Like, great you are putting witcher 3 on there...But not Orignal Zelda and Ocherina of time? Physical? Great! Nintendo online and games? Bad. 1 or 2 games does not make the switch worth buying. PC has better prices, easier to work with, and you can play almost any game out there.","23 Aug 2019","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","DWBelfils","2.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good Console at $299.  Junk at This Price Gouge","I like the Switch Console and even with its quirks, at $299 it's fairly priced and hopefully will be again when the demand goes down.  It's nowhere nearly as powerful as what Playstation and Xbox offer but it's so much more flexible that it can get away with a $300 price tag.  $450 though?  No, not worth it at all.","03 Apr 2020","Style: Console Color: Gray HAC-001(-01)","","","DNA B","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"I got price gouged","The Nintendo is cool and all but I got price gouged hard on it. I promised my kid one for Quarantine. Apparently people have been buying them out to resell on ebay and Amazon. I am one of those victims.","09 Apr 2020","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","robert a acord","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"keeps getting sold out","man, every time the switch goes back in stock its up for like, five seconds and then goes out of stock again :) i’ve been trying to get one for the past three days and its impossible! every time i get close to ordering it, the page redirects me and tells me the item is no longer in stock. sucks but at this rate i would rather buy a regular switch than pay the bloated scalper price. which is a shame but what can you do.","16 Mar 2020","Style: Console Color: Green and Blue","","","Andrea Garcia","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Love the Switch - A Casual Gamer's Best Console","This is my review of the 'V2' (2019) version of the Nintendo Switch (model #HAC-001(-01)). So a little background, I was a enthusiastic PC gamer in college who built my own PCs for the purpose and am now - due to the demands of adulthood - someone who only plays the occasional game. My last handheld Nintendo console was the black and white Game Boy Pocket in the early 90's, so I've been away from the platform ---- a while. I bought the Switch purely because I learned they had ported Skyrim to it, and as a huge fan of the Elder Scrolls genre I was hoping to devote some of my train commute to questing around Tamriel. In this sense, the Switch does not disappoint. I am not a graphics connoisseur, but - compared to the PC version - Skryim plays really well on the Switch. No perceptible lag, colors are crisp. Yes, it's missing the expansions and yes, the text can be a little small, but that's a fair trade-off for the portability this platform brings. So far, I only own 2 games - Skyrim and MarioKart 8 (another throwback to my college dorm days on the N64), and I love playing both on the Switch, MaroKart is obviously the newer game and so the graphics and gameplay are much better but I'm a still a sucker for Skyrim (at least until the next ES is released, hopefully in my lifetime). Anyway, all this to say the Nintendo Switch is a great console for busy adults who want to reminisce about the fun they had 10, 20, or even 30 years ago. The Switch doesn't take itself too seriously (which I love) but that means it might not be the right choice for people concerned with the perfect graphic or gameplay experience - there are dedicated consoles that do this much better. What the Switch does is make gaming on the go effortless, fun for the average busy person and something you can really enjoy with your whole family - which I think was Nintendo's real goal here all along.","06 Sep 2019","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Sherlockian","5.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Disappointing","Wow how disappointing dont buy this until they get this improved, older version of this is better in my opinion. The newer version gave me 8+ crashes of system and game crashes leading up to finally unable to play this system having to return this system ,what a horrible experience this was. Being a big Nintendo switch player what a great disappointment this was. Hopefully they improve this newer version system to where this does not happen again or to someone else.","07 Sep 2019","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","zoconnies","1.0","Nintendo Switch - Animal Crossing: New Horizons Edition - Switch","https://www.amazon.com/Nintendo-Switch-Animal-Crossing-New-Horizons/product-reviews/B084DDDNRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
